condition,menu,method,deployment_episodes,price_per_calibration_workflow,runtime_j_per_episode,startup_proxy_per_episode,standalone_calibration_workflows,amortized_proxy_per_episode,scope
no_drift,shared,random_32,10,0.0,0.3890625,0.3,1904.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,random_32,10,0.001,0.3890625,0.3,1904.0,0.8794625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,random_32,10,0.01,0.3890625,0.3,1904.0,2.5930625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,random_32,100,0.0,0.3890625,0.3,1904.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,random_32,100,0.001,0.3890625,0.3,1904.0,0.7081025000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,random_32,100,0.01,0.3890625,0.3,1904.0,0.8794625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,random_32,1000,0.0,0.3890625,0.3,1904.0,0.6890625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,random_32,1000,0.001,0.3890625,0.3,1904.0,0.6909665,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,random_32,1000,0.01,0.3890625,0.3,1904.0,0.7081025,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,single_only,10,0.0,0.3921875,0.3,1392.0,0.6921875000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,single_only,10,0.001,0.3921875,0.3,1392.0,0.8313875000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,single_only,10,0.01,0.3921875,0.3,1392.0,2.0841875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,single_only,100,0.0,0.3921875,0.3,1392.0,0.6921875000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,single_only,100,0.001,0.3921875,0.3,1392.0,0.7061075000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,single_only,100,0.01,0.3921875,0.3,1392.0,0.8313875000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,single_only,1000,0.0,0.3921875,0.3,1392.0,0.6921875000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,single_only,1000,0.001,0.3921875,0.3,1392.0,0.6935795,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,shared,single_only,1000,0.01,0.3921875,0.3,1392.0,0.7061075000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,any_exact,10,0.0,0.4,0.3,0.0,0.7000000000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,any_exact,10,0.001,0.4,0.3,0.0,0.7000000000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,any_exact,10,0.01,0.4,0.3,0.0,0.7000000000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,any_exact,100,0.0,0.4,0.3,0.0,0.7000000000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,any_exact,100,0.001,0.4,0.3,0.0,0.7000000000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,any_exact,100,0.01,0.4,0.3,0.0,0.7000000000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,any_exact,1000,0.0,0.4,0.3,0.0,0.7000000000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,any_exact,1000,0.001,0.4,0.3,0.0,0.7000000000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,any_exact,1000,0.01,0.4,0.3,0.0,0.7000000000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,decision_16,10,0.0,0.390625,0.3,1648.0,0.690625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,decision_16,10,0.001,0.390625,0.3,1648.0,0.8554250000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,decision_16,10,0.01,0.390625,0.3,1648.0,2.3386250000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,decision_16,100,0.0,0.390625,0.3,1648.0,0.690625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,decision_16,100,0.001,0.390625,0.3,1648.0,0.7071050000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,decision_16,100,0.01,0.390625,0.3,1648.0,0.8554250000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,decision_16,1000,0.0,0.390625,0.3,1648.0,0.690625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,decision_16,1000,0.001,0.390625,0.3,1648.0,0.692273,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,decision_16,1000,0.01,0.390625,0.3,1648.0,0.7071050000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,decision_32,10,0.0,0.390625,0.3,1904.0,0.690625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,decision_32,10,0.001,0.390625,0.3,1904.0,0.8810250000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,decision_32,10,0.01,0.390625,0.3,1904.0,2.5946249999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,decision_32,100,0.0,0.390625,0.3,1904.0,0.690625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,decision_32,100,0.001,0.390625,0.3,1904.0,0.709665,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,decision_32,100,0.01,0.390625,0.3,1904.0,0.8810250000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,decision_32,1000,0.0,0.390625,0.3,1904.0,0.690625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,decision_32,1000,0.001,0.390625,0.3,1904.0,0.6925290000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,decision_32,1000,0.01,0.390625,0.3,1904.0,0.709665,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,full_joint,10,0.0,0.3875,0.3,2992.0,0.6875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,full_joint,10,0.001,0.3875,0.3,2992.0,0.9867,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,full_joint,10,0.01,0.3875,0.3,2992.0,3.6795,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,full_joint,100,0.0,0.3875,0.3,2992.0,0.6875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,full_joint,100,0.001,0.3875,0.3,2992.0,0.71742,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,full_joint,100,0.01,0.3875,0.3,2992.0,0.9867,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,full_joint,1000,0.0,0.3875,0.3,2992.0,0.6875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,full_joint,1000,0.001,0.3875,0.3,2992.0,0.690492,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,full_joint,1000,0.01,0.3875,0.3,2992.0,0.71742,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,never,10,0.0,0.0,0.3,0.0,0.30000000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,never,10,0.001,0.0,0.3,0.0,0.30000000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,never,10,0.01,0.0,0.3,0.0,0.30000000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,never,100,0.0,0.0,0.3,0.0,0.30000000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,never,100,0.001,0.0,0.3,0.0,0.30000000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,never,100,0.01,0.0,0.3,0.0,0.30000000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,never,1000,0.0,0.0,0.3,0.0,0.30000000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,never,1000,0.001,0.0,0.3,0.0,0.30000000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,never,1000,0.01,0.0,0.3,0.0,0.30000000000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,occupancy_16,10,0.0,0.390625,0.3,1648.0,0.690625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,occupancy_16,10,0.001,0.390625,0.3,1648.0,0.8554250000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,occupancy_16,10,0.01,0.390625,0.3,1648.0,2.3386250000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,occupancy_16,100,0.0,0.390625,0.3,1648.0,0.690625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,occupancy_16,100,0.001,0.390625,0.3,1648.0,0.7071050000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,occupancy_16,100,0.01,0.390625,0.3,1648.0,0.8554250000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,occupancy_16,1000,0.0,0.390625,0.3,1648.0,0.690625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,occupancy_16,1000,0.001,0.390625,0.3,1648.0,0.692273,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,occupancy_16,1000,0.01,0.390625,0.3,1648.0,0.7071050000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,occupancy_32,10,0.0,0.390625,0.3,1904.0,0.690625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,occupancy_32,10,0.001,0.390625,0.3,1904.0,0.8810250000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,occupancy_32,10,0.01,0.390625,0.3,1904.0,2.5946249999999997,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,occupancy_32,100,0.0,0.390625,0.3,1904.0,0.690625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,occupancy_32,100,0.001,0.390625,0.3,1904.0,0.709665,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,occupancy_32,100,0.01,0.390625,0.3,1904.0,0.8810250000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,occupancy_32,1000,0.0,0.390625,0.3,1904.0,0.690625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,occupancy_32,1000,0.001,0.390625,0.3,1904.0,0.6925290000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,occupancy_32,1000,0.01,0.390625,0.3,1904.0,0.709665,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,random_16,10,0.0,0.390625,0.3,1648.0,0.690625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,random_16,10,0.001,0.390625,0.3,1648.0,0.8554250000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,random_16,10,0.01,0.390625,0.3,1648.0,2.3386250000000004,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,random_16,100,0.0,0.390625,0.3,1648.0,0.690625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,random_16,100,0.001,0.390625,0.3,1648.0,0.7071050000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,random_16,100,0.01,0.390625,0.3,1648.0,0.8554250000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,random_16,1000,0.0,0.390625,0.3,1648.0,0.690625,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,random_16,1000,0.001,0.390625,0.3,1648.0,0.692273,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,random_16,1000,0.01,0.390625,0.3,1648.0,0.7071050000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,random_32,10,0.0,0.3875,0.3,1904.0,0.6875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,random_32,10,0.001,0.3875,0.3,1904.0,0.8779,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,random_32,10,0.01,0.3875,0.3,1904.0,2.5915,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,random_32,100,0.0,0.3875,0.3,1904.0,0.6875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,random_32,100,0.001,0.3875,0.3,1904.0,0.70654,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,random_32,100,0.01,0.3875,0.3,1904.0,0.8779,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,random_32,1000,0.0,0.3875,0.3,1904.0,0.6875,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,random_32,1000,0.001,0.3875,0.3,1904.0,0.689404,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,random_32,1000,0.01,0.3875,0.3,1904.0,0.70654,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,single_only,10,0.0,0.39375,0.3,1392.0,0.6937500000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,single_only,10,0.001,0.39375,0.3,1392.0,0.8329500000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,single_only,10,0.01,0.39375,0.3,1392.0,2.08575,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,single_only,100,0.0,0.39375,0.3,1392.0,0.6937500000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,single_only,100,0.001,0.39375,0.3,1392.0,0.7076700000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,single_only,100,0.01,0.39375,0.3,1392.0,0.8329500000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,single_only,1000,0.0,0.39375,0.3,1392.0,0.6937500000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,single_only,1000,0.001,0.39375,0.3,1392.0,0.695142,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
no_drift,single,single_only,1000,0.01,0.39375,0.3,1392.0,0.7076700000000001,hypothetical_cost_sensitivity_not_currency_or_measured_deployment
