stream,panel,condition,menu,method,step,failure,credits,task_cost_units,memory_before,memory_after,true_mode,predicted_failure_own_kernel,planning_seconds,probe_seconds,tool_seconds
68,2,matched,shared,decision_32,0,0,0,0,1,1,1,0.07754549999999999,9.916024282574654e-06,7.499475032091141e-07,1.77919864654541e-05
68,2,matched,shared,decision_32,1,0,0,0,1,1,1,0.13090172620799997,7.4999406933784485e-06,6.2515027821064e-07,1.4167046174407005e-05
68,2,matched,shared,decision_32,2,0,3,3,1,1,1,0.0,7.458031177520752e-06,1.4170072972774506e-06,1.3999873772263527e-05
68,2,matched,shared,decision_32,3,0,0,0,1,1,1,0.07354020940799999,7.500173524022102e-06,6.668269634246826e-07,1.3874843716621399e-05
68,2,matched,shared,decision_32,4,0,0,0,1,1,1,0.12634883343748302,7.3749106377363205e-06,5.841720849275589e-07,1.3708136975765228e-05
68,2,matched,shared,decision_32,5,0,3,3,1,1,0,0.0,7.334165275096893e-06,1.1669471859931946e-06,1.1791009455919266e-05
68,2,matched,shared,decision_32,6,0,0,0,1,1,0,0.0717819829650862,7.250113412737846e-06,5.00120222568512e-07,1.091696321964264e-05
68,2,matched,shared,decision_32,7,0,0,0,1,1,0,0.12435022278065253,7.207971066236496e-06,5.830079317092896e-07,1.1832918971776962e-05
69,2,matched,shared,decision_32,0,0,0,0,7,7,7,0.17279999999999998,1.00000761449337e-05,8.330680429935455e-07,1.7042038962244987e-05
69,2,matched,shared,decision_32,1,0,2,2,7,7,7,0.10559999999999999,7.4999406933784485e-06,1.3331882655620575e-06,1.4249933883547783e-05
69,2,matched,shared,decision_32,2,0,0,0,7,7,7,0.24342528,7.6249707490205765e-06,5.83939254283905e-07,1.337495632469654e-05
69,2,matched,shared,decision_32,3,0,3,3,7,7,7,0.0,7.4589625000953674e-06,1.4998950064182281e-06,1.2416159734129906e-05
69,2,matched,shared,decision_32,4,0,0,0,7,7,7,0.1728,7.3749106377363205e-06,5.420297384262085e-07,1.2208009138703346e-05
69,2,matched,shared,decision_32,5,1,0,20,7,7,6,0.29449728,7.416121661663055e-06,4.998873919248581e-07,1.0750023648142815e-05
69,2,matched,shared,decision_32,6,0,3,3,7,6,6,0.0,7.3339324444532394e-06,1.1671800166368484e-06,1.3416865840554237e-05
69,2,matched,shared,decision_32,7,1,0,20,6,6,7,0.2256,7.458031177520752e-06,4.998873919248581e-07,2.708984538912773e-06
70,2,matched,shared,decision_32,0,0,0,0,5,5,5,0.1125,9.95793379843235e-06,8.328352123498917e-07,6.542075425386429e-06
70,2,matched,shared,decision_32,1,0,2,2,5,5,5,0.0,7.6249707490205765e-06,1.250067725777626e-06,4.666857421398163e-06
70,2,matched,shared,decision_32,2,0,0,0,5,5,5,0.11249999999999999,7.375143468379974e-06,4.998873919248581e-07,4.166038706898689e-06
70,2,matched,shared,decision_32,3,0,2,2,5,5,5,0.0,7.084105163812637e-06,9.587965905666351e-07,3.958120942115784e-06
70,2,matched,shared,decision_32,4,0,0,0,5,5,7,0.1125,7.0410314947366714e-06,5.420297384262085e-07,3.7080608308315277e-06
70,2,matched,shared,decision_32,5,0,2,2,5,5,7,0.0,7.1660615503787994e-06,9.578652679920197e-07,3.7909485399723053e-06
70,2,matched,shared,decision_32,6,1,0,20,5,5,3,0.11249999999999999,7.2498805820941925e-06,5.00120222568512e-07,4.208879545331001e-06
70,2,matched,shared,decision_32,7,0,2,2,5,7,3,0.22217413031362557,7.333001121878624e-06,1.00000761449337e-06,8.041970431804657e-06
71,2,matched,shared,decision_32,0,0,0,0,6,6,6,0.2717175,9.58307646214962e-06,7.920898497104645e-07,1.5292083844542503e-05
71,2,matched,shared,decision_32,1,1,0,20,6,6,4,0.44253737087999995,7.834052667021751e-06,6.668269634246826e-07,1.7832964658737183e-05
71,2,matched,shared,decision_32,2,0,3,3,6,4,0,0.15778799999999998,7.4999406933784485e-06,1.4579854905605316e-06,1.2707896530628204e-05
71,2,matched,shared,decision_32,3,0,0,0,4,4,0,0.321570724608,7.333001121878624e-06,5.420297384262085e-07,1.0791933164000511e-05
71,2,matched,shared,decision_32,4,0,2,2,4,0,0,0.34655808,7.707858458161354e-06,1.125037670135498e-06,1.2208009138703346e-05
71,2,matched,shared,decision_32,5,0,3,3,0,1,1,0.0675,7.6249707490205765e-06,1.250067725777626e-06,1.1167023330926895e-05
71,2,matched,shared,decision_32,6,0,0,0,1,1,1,0.23963353499999998,7.458031177520752e-06,5.830079317092896e-07,1.216609962284565e-05
71,2,matched,shared,decision_32,7,0,0,0,1,1,1,0.35574304223615993,7.125083357095718e-06,5.420297384262085e-07,1.0458054021000862e-05
72,2,no_drift,shared,decision_32,0,0,0,0,2,2,2,0.2256,9.624985978007317e-06,8.330680429935455e-07,1.5875091776251793e-05
72,2,no_drift,shared,decision_32,1,0,3,3,2,2,2,0.0,7.542083039879799e-06,1.4582183212041855e-06,1.300009898841381e-05
72,2,no_drift,shared,decision_32,2,0,0,0,2,2,2,0.2256,7.2498805820941925e-06,5.83939254283905e-07,1.3249926269054413e-05
72,2,no_drift,shared,decision_32,3,0,0,0,2,2,2,0.37779455999999995,7.292022928595543e-06,4.998873919248581e-07,1.291697844862938e-05
72,2,no_drift,shared,decision_32,4,0,3,3,2,2,2,0.0,7.3749106377363205e-06,1.2079253792762756e-06,1.2333039194345474e-05
72,2,no_drift,shared,decision_32,5,0,0,0,2,2,2,0.2256,7.333001121878624e-06,5.00120222568512e-07,1.258309930562973e-05
72,2,no_drift,shared,decision_32,6,0,2,2,2,2,2,0.2112,7.417052984237671e-06,1.0419171303510666e-06,1.295795664191246e-05
72,2,no_drift,shared,decision_32,7,0,0,0,2,2,2,0.36685056,7.582828402519226e-06,5.420297384262085e-07,1.3291137292981148e-05
73,2,no_drift,shared,decision_32,0,0,0,0,7,7,7,0.1125,9.790994226932526e-06,7.918570190668106e-07,6.3749030232429504e-06
73,2,no_drift,shared,decision_32,1,0,2,2,7,7,7,0.0,7.666880264878273e-06,1.2908130884170532e-06,4.542060196399689e-06
73,2,no_drift,shared,decision_32,2,0,0,0,7,7,7,0.11249999999999999,7.3749106377363205e-06,4.998873919248581e-07,4.082918167114258e-06
73,2,no_drift,shared,decision_32,3,0,2,2,7,7,7,0.0,7.458031177520752e-06,1.00000761449337e-06,4.082918167114258e-06
73,2,no_drift,shared,decision_32,4,0,0,0,7,7,7,0.1125,7.333001121878624e-06,5.00120222568512e-07,3.6659184843301773e-06
73,2,no_drift,shared,decision_32,5,0,2,2,7,7,7,0.0,7.041962817311287e-06,8.328352123498917e-07,3.708992153406143e-06
73,2,no_drift,shared,decision_32,6,0,2,2,7,7,7,0.29135631392386563,6.958143785595894e-06,8.330680429935455e-07,1.887488178908825e-05
73,2,no_drift,shared,decision_32,7,0,0,0,7,7,7,0.4134089376266913,7.375143468379974e-06,5.420297384262085e-07,1.6583828255534172e-05
74,2,no_drift,shared,decision_32,0,0,0,0,0,0,0,0.2717175,1.00000761449337e-05,8.749775588512421e-07,2.1042069420218468e-05
74,2,no_drift,shared,decision_32,1,0,0,0,0,0,0,0.44253737087999995,8.00006091594696e-06,5.83939254283905e-07,1.791701652109623e-05
74,2,no_drift,shared,decision_32,2,0,3,3,0,0,0,0.15778799999999998,7.665948942303658e-06,1.583946868777275e-06,1.8458114936947823e-05
74,2,no_drift,shared,decision_32,3,0,2,2,0,0,0,0.219,7.416820153594017e-06,1.0828953236341476e-06,1.7124926671385765e-05
74,2,no_drift,shared,decision_32,4,0,0,0,0,0,0,0.4100840879999999,7.874798029661179e-06,5.83939254283905e-07,1.5208031982183456e-05
74,2,no_drift,shared,decision_32,5,0,3,3,0,0,0,0.1188,7.791910320520401e-06,1.375097781419754e-06,1.729186624288559e-05
74,2,no_drift,shared,decision_32,6,0,0,0,0,0,0,0.342232428,7.667113095521927e-06,5.830079317092896e-07,1.6625039279460907e-05
74,2,no_drift,shared,decision_32,7,0,0,0,0,0,0,0.4859468820602879,7.58306123316288e-06,5.830079317092896e-07,1.6958219930529594e-05
75,2,no_drift,shared,decision_32,0,0,0,0,1,1,1,0.19579490624999998,1.0249903425574303e-05,8.749775588512421e-07,1.8624821677803993e-05
75,2,no_drift,shared,decision_32,1,0,0,0,1,1,1,0.32645441241599993,8.124858140945435e-06,6.668269634246826e-07,1.5124911442399025e-05
75,2,no_drift,shared,decision_32,2,0,3,3,1,1,1,0.0,7.833121344447136e-06,1.500127837061882e-06,1.13749410957098e-05
75,2,no_drift,shared,decision_32,3,0,0,0,1,1,1,0.17279999999999998,7.541151717305183e-06,5.420297384262085e-07,1.0832911357283592e-05
75,2,no_drift,shared,decision_32,4,0,2,2,1,1,1,0.1056,7.4999406933784485e-06,1.125037670135498e-06,1.0791001841425896e-05
75,2,no_drift,shared,decision_32,5,0,3,3,1,1,1,0.105192,7.834052667021751e-06,1.250067725777626e-06,3.4458935260772705e-05
75,2,no_drift,shared,decision_32,6,0,0,0,1,1,1,0.26219648841599996,7.667113095521927e-06,6.668269634246826e-07,1.5582889318466187e-05
75,2,no_drift,shared,decision_32,7,0,0,0,1,1,1,0.369753177434966,7.750000804662704e-06,5.420297384262085e-07,1.4749821275472641e-05
76,2,no_drift,shared,decision_32,0,0,0,0,5,5,5,0.0573,1.0167015716433525e-05,8.33999365568161e-07,1.7042038962244987e-05
76,2,no_drift,shared,decision_32,1,0,0,0,5,5,5,0.09723647999999999,7.916940376162529e-06,7.092021405696869e-07,1.5124911442399025e-05
76,2,no_drift,shared,decision_32,2,0,3,3,5,5,5,0.0,7.667113095521927e-06,1.4998950064182281e-06,1.1125113815069199e-05
76,2,no_drift,shared,decision_32,3,0,0,0,5,5,5,0.17279999999999998,7.58306123316288e-06,5.420297384262085e-07,1.0834075510501862e-05
76,2,no_drift,shared,decision_32,4,0,2,2,5,5,5,0.1056,7.416121661663055e-06,1.1669471859931946e-06,1.0709045454859734e-05
76,2,no_drift,shared,decision_32,5,0,0,0,5,5,5,0.24342528,7.4999406933784485e-06,6.2515027821064e-07,1.0499963536858559e-05
76,2,no_drift,shared,decision_32,6,0,3,3,5,5,5,0.0,7.790978997945786e-06,1.250067725777626e-06,1.0750023648142815e-05
76,2,no_drift,shared,decision_32,7,0,0,0,5,5,5,0.1728,7.375143468379974e-06,5.41098415851593e-07,1.0249903425574303e-05
77,2,no_drift,shared,decision_32,0,0,0,0,6,6,6,0.2256,9.58307646214962e-06,8.33999365568161e-07,1.5875091776251793e-05
77,2,no_drift,shared,decision_32,1,0,3,3,6,6,6,0.0,7.667113095521927e-06,1.375097781419754e-06,1.3500219210982323e-05
77,2,no_drift,shared,decision_32,2,0,0,0,6,6,6,0.2256,7.708091288805008e-06,6.66128471493721e-07,1.3042008504271507e-05
77,2,no_drift,shared,decision_32,3,0,0,0,6,6,6,0.37779455999999995,7.6249707490205765e-06,5.83939254283905e-07,1.2541888281702995e-05
77,2,no_drift,shared,decision_32,4,0,3,3,6,6,6,0.0,7.750000804662704e-06,1.2088567018508911e-06,1.2709060683846474e-05
77,2,no_drift,shared,decision_32,5,0,2,2,6,6,6,0.0,7.500173524022102e-06,1.00000761449337e-06,5.207955837249756e-06
77,2,no_drift,shared,decision_32,6,0,0,0,6,6,6,0.4100840879999999,7.709022611379623e-06,5.420297384262085e-07,1.8042046576738358e-05
77,2,no_drift,shared,decision_32,7,0,0,0,6,6,6,0.532719867276288,7.4589625000953674e-06,4.998873919248581e-07,1.654098741710186e-05
78,2,no_drift,shared,decision_32,0,0,0,0,3,3,3,0.12,9.875046089291573e-06,8.330680429935455e-07,6.458954885601997e-06
78,2,no_drift,shared,decision_32,1,0,2,2,3,3,3,0.0,7.790978997945786e-06,1.2919772416353226e-06,4.875008016824722e-06
78,2,no_drift,shared,decision_32,2,0,0,0,3,3,3,0.12,7.458031177520752e-06,5.41098415851593e-07,4.749977961182594e-06
78,2,no_drift,shared,decision_32,3,0,2,2,3,3,3,0.0,7.6249707490205765e-06,1.1669471859931946e-06,4.332978278398514e-06
78,2,no_drift,shared,decision_32,4,0,0,0,3,3,3,0.12,7.542083039879799e-06,5.827751010656357e-07,3.958120942115784e-06
78,2,no_drift,shared,decision_32,5,0,3,3,3,3,3,0.151368763392,7.20820389688015e-06,1.166015863418579e-06,1.550000160932541e-05
78,2,no_drift,shared,decision_32,6,0,0,0,3,3,3,0.29134518934890197,7.375143468379974e-06,5.83939254283905e-07,1.4417106285691261e-05
78,2,no_drift,shared,decision_32,7,0,0,0,3,3,3,0.3887602961079316,7.5409188866615295e-06,4.5797787606716156e-07,1.4625024050474167e-05
79,2,no_drift,shared,decision_32,0,0,0,0,6,6,6,0.2717175,9.917188435792923e-06,8.330680429935455e-07,1.616613008081913e-05
79,2,no_drift,shared,decision_32,1,0,0,0,6,6,6,0.44253737087999995,7.832888513803482e-06,6.658956408500671e-07,1.3082986697554588e-05
79,2,no_drift,shared,decision_32,2,0,3,3,6,6,6,0.122724,7.542083039879799e-06,1.416075974702835e-06,1.2791948392987251e-05
79,2,no_drift,shared,decision_32,3,0,0,0,6,6,6,0.321570724608,7.791910320520401e-06,5.420297384262085e-07,1.133396290242672e-05
79,2,no_drift,shared,decision_32,4,0,2,2,6,6,6,0.34655808,7.2498805820941925e-06,1.0409858077764511e-06,1.1875061318278313e-05
79,2,no_drift,shared,decision_32,5,0,3,3,6,6,6,0.0525,7.1248505264520645e-06,1.1669471859931946e-06,1.0917196050286293e-05
79,2,no_drift,shared,decision_32,6,0,0,0,6,6,6,0.27918408,7.125083357095718e-06,6.2515027821064e-07,1.1417083442211151e-05
79,2,no_drift,shared,decision_32,7,0,0,0,6,6,6,0.4267510861900799,7.125083357095718e-06,5.00120222568512e-07,1.091696321964264e-05
80,2,fast_drift,shared,decision_32,0,1,0,20,0,0,1,0.2256,9.707873687148094e-06,7.920898497104645e-07,4.37488779425621e-06
80,2,fast_drift,shared,decision_32,1,1,0,20,0,0,1,0.4241869800959999,7.916009053587914e-06,5.830079317092896e-07,3.2498501241207123e-06
80,2,fast_drift,shared,decision_32,2,1,3,23,0,1,5,0.15778799999999998,7.583992555737495e-06,1.4170072972774506e-06,1.5832949429750443e-05
80,2,fast_drift,shared,decision_32,3,0,2,2,1,5,5,0.1381125,7.417052984237671e-06,1.1248048394918442e-06,1.5250174328684807e-05
80,2,fast_drift,shared,decision_32,4,0,0,0,5,5,5,0.27678724559999995,7.2089023888111115e-06,5.83939254283905e-07,1.3625016435980797e-05
80,2,fast_drift,shared,decision_32,5,0,0,0,5,5,5,0.11615172479999998,7.4589625000953674e-06,5.00120222568512e-07,1.35831069201231e-05
80,2,fast_drift,shared,decision_32,6,0,3,3,5,1,0,0.0,7.3749106377363205e-06,1.209089532494545e-06,1.1875061318278313e-05
80,2,fast_drift,shared,decision_32,7,0,0,0,1,1,6,0.07278805915007999,7.3749106377363205e-06,4.998873919248581e-07,1.2541888281702995e-05
81,2,fast_drift,shared,decision_32,0,0,0,0,5,5,7,0.1125,9.708106517791748e-06,8.330680429935455e-07,6.417045369744301e-06
81,2,fast_drift,shared,decision_32,1,0,2,2,5,5,5,0.0,7.62520357966423e-06,1.2498348951339722e-06,4.792120307683945e-06
81,2,fast_drift,shared,decision_32,2,1,0,20,5,5,3,0.11249999999999999,7.5409188866615295e-06,5.830079317092896e-07,4.791887477040291e-06
81,2,fast_drift,shared,decision_32,3,0,2,2,5,1,3,0.0,7.417052984237671e-06,1.084059476852417e-06,4.708068445324898e-06
81,2,fast_drift,shared,decision_32,4,0,0,0,1,1,3,0.12,7.416820153594017e-06,5.408655852079391e-07,4.375120624899864e-06
81,2,fast_drift,shared,decision_32,5,0,2,2,1,1,3,0.0,7.1248505264520645e-06,1.00000761449337e-06,4.207948222756386e-06
81,2,fast_drift,shared,decision_32,6,0,0,0,1,1,3,0.12,7.458031177520752e-06,5.00120222568512e-07,3.917142748832703e-06
81,2,fast_drift,shared,decision_32,7,0,2,2,1,5,6,0.0,7.250113412737846e-06,8.749775588512421e-07,3.832858055830002e-06
82,2,fast_drift,shared,decision_32,0,1,0,20,4,4,0,0.2717175,9.95793379843235e-06,7.909256964921951e-07,1.8124934285879135e-05
82,2,fast_drift,shared,decision_32,1,1,0,20,4,4,2,0.44253737087999995,7.875030860304832e-06,5.830079317092896e-07,1.808302477002144e-05
82,2,fast_drift,shared,decision_32,2,1,3,23,4,6,2,0.15778799999999998,7.707858458161354e-06,1.4998950064182281e-06,1.4416873455047607e-05
82,2,fast_drift,shared,decision_32,3,1,2,22,6,6,4,0.219,7.582828402519226e-06,1.125037670135498e-06,1.6041100025177002e-05
82,2,fast_drift,shared,decision_32,4,1,0,20,6,6,4,0.4100840879999999,7.666880264878273e-06,6.670597940683365e-07,1.5709083527326584e-05
82,2,fast_drift,shared,decision_32,5,0,3,3,6,7,7,0.1188,7.166992872953415e-06,1.2919772416353226e-06,1.4124903827905655e-05
82,2,fast_drift,shared,decision_32,6,1,0,20,7,7,5,0.302990612625,7.375143468379974e-06,6.249174475669861e-07,1.5666009858250618e-05
82,2,fast_drift,shared,decision_32,7,1,0,20,7,7,1,0.42573072067891193,7.4589625000953674e-06,5.420297384262085e-07,1.5750061720609665e-05
83,2,fast_drift,shared,decision_32,0,0,0,0,4,4,4,0.2474955,9.874813258647919e-06,8.328352123498917e-07,1.591700129210949e-05
83,2,fast_drift,shared,decision_32,1,0,0,0,4,4,4,0.40693611340799996,7.832888513803482e-06,6.668269634246826e-07,1.2707896530628204e-05
83,2,fast_drift,shared,decision_32,2,0,3,3,4,5,5,0.122724,7.791910320520401e-06,1.4579854905605316e-06,1.1958880349993706e-05
83,2,fast_drift,shared,decision_32,3,0,0,0,5,5,5,0.262925404656,7.707858458161354e-06,6.249174475669861e-07,1.0499963536858559e-05
83,2,fast_drift,shared,decision_32,4,0,3,3,5,5,5,0.07919999999999999,7.333001121878624e-06,1.291045919060707e-06,1.200009137392044e-05
83,2,fast_drift,shared,decision_32,5,1,0,20,5,5,2,0.23413863434999999,7.666880264878273e-06,5.408655852079391e-07,1.5249941498041153e-05
83,2,fast_drift,shared,decision_32,6,0,2,2,5,7,6,0.20415163084799998,7.500173524022102e-06,1.1669471859931946e-06,9.666895493865013e-06
83,2,fast_drift,shared,decision_32,7,0,0,0,7,7,6,0.3169103830969762,7.750000804662704e-06,5.420297384262085e-07,9.541865438222885e-06
84,2,fast_drift,shared,decision_32,0,1,0,20,1,1,5,0.07754549999999999,1.00000761449337e-05,9.168870747089386e-07,1.8124934285879135e-05
84,2,fast_drift,shared,decision_32,1,1,0,20,1,1,4,0.13090172620799997,7.916940376162529e-06,7.080379873514175e-07,1.2707896530628204e-05
84,2,fast_drift,shared,decision_32,2,0,3,3,1,5,5,0.0,7.6249707490205765e-06,1.583946868777275e-06,1.416611485183239e-05
84,2,fast_drift,shared,decision_32,3,1,0,20,5,5,6,0.250900205856,7.750000804662704e-06,7.08969309926033e-07,1.1791940778493881e-05
84,2,fast_drift,shared,decision_32,4,0,0,0,5,5,2,0.09723648,7.542083039879799e-06,6.670597940683365e-07,1.200009137392044e-05
84,2,fast_drift,shared,decision_32,5,0,3,3,5,1,0,0.0,7.790978997945786e-06,1.250067725777626e-06,1.133279874920845e-05
84,2,fast_drift,shared,decision_32,6,0,0,0,1,1,0,0.0717819829650862,7.4999406933784485e-06,5.420297384262085e-07,1.1250143870711327e-05
84,2,fast_drift,shared,decision_32,7,0,0,0,1,1,0,0.12435022278065253,7.292022928595543e-06,5.830079317092896e-07,1.1833850294351578e-05
85,2,fast_drift,shared,decision_32,0,0,0,0,0,0,0,0.2256,9.916024282574654e-06,7.920898497104645e-07,1.4290912076830864e-05
85,2,fast_drift,shared,decision_32,1,0,3,3,0,2,2,0.0,7.667113095521927e-06,1.4170072972774506e-06,1.1958181858062744e-05
85,2,fast_drift,shared,decision_32,2,0,0,0,2,2,2,0.2256,7.666880264878273e-06,6.2515027821064e-07,1.1333031579852104e-05
85,2,fast_drift,shared,decision_32,3,0,2,2,2,2,3,0.0,7.333001121878624e-06,1.2079253792762756e-06,5.292007699608803e-06
85,2,fast_drift,shared,decision_32,4,0,0,0,2,2,3,0.12,7.541850209236145e-06,5.83939254283905e-07,4.499917849898338e-06
85,2,fast_drift,shared,decision_32,5,0,3,3,2,3,3,0.07919999999999999,7.665948942303658e-06,1.3329554349184036e-06,1.5292083844542503e-05
85,2,fast_drift,shared,decision_32,6,0,0,0,3,3,3,0.1311103608,7.708091288805008e-06,6.658956408500671e-07,1.3750046491622925e-05
85,2,fast_drift,shared,decision_32,7,0,0,0,3,3,7,0.16838896326574077,7.458031177520752e-06,5.830079317092896e-07,1.3125129044055939e-05
86,2,fast_drift,shared,decision_32,0,1,0,20,7,7,3,0.1125,9.790994226932526e-06,7.918570190668106e-07,6.3749030232429504e-06
86,2,fast_drift,shared,decision_32,1,0,0,0,7,7,3,0.306866499456,7.707858458161354e-06,7.092021405696869e-07,1.60830095410347e-05
86,2,fast_drift,shared,decision_32,2,0,3,3,7,7,7,0.105192,7.5409188866615295e-06,1.375097781419754e-06,1.4041084796190262e-05
86,2,fast_drift,shared,decision_32,3,1,0,20,7,7,1,0.250900205856,7.6249707490205765e-06,5.830079317092896e-07,1.6791047528386116e-05
86,2,fast_drift,shared,decision_32,4,0,3,3,7,7,3,0.0,7.542083039879799e-06,1.375097781419754e-06,1.095910556614399e-05
86,2,fast_drift,shared,decision_32,5,0,0,0,7,7,3,0.17279999999999998,8.082948625087738e-06,5.00120222568512e-07,1.0707881301641464e-05
86,2,fast_drift,shared,decision_32,6,0,2,2,7,7,3,0.1056,7.750000804662704e-06,1.125037670135498e-06,1.0458054021000862e-05
86,2,fast_drift,shared,decision_32,7,0,0,0,7,7,3,0.24342528,7.542083039879799e-06,5.420297384262085e-07,1.0667135939002037e-05
87,2,fast_drift,shared,decision_32,0,1,0,20,4,4,1,0.2717175,1.0124873369932175e-05,9.59029421210289e-07,4.542060196399689e-06
87,2,fast_drift,shared,decision_32,1,1,0,20,4,4,5,0.44253737087999995,7.875030860304832e-06,6.668269634246826e-07,3.3329706639051437e-06
87,2,fast_drift,shared,decision_32,2,0,3,3,4,6,2,0.15778799999999998,7.583992555737495e-06,1.333886757493019e-06,1.6541918739676476e-05
87,2,fast_drift,shared,decision_32,3,0,2,2,6,2,2,0.219,7.4999406933784485e-06,1.125037670135498e-06,1.4290912076830864e-05
87,2,fast_drift,shared,decision_32,4,1,0,20,2,2,0,0.4100840879999999,7.4589625000953674e-06,5.420297384262085e-07,1.833285205066204e-05
87,2,fast_drift,shared,decision_32,5,1,3,23,2,0,4,0.1188,7.667113095521927e-06,1.209089532494545e-06,1.3832934200763702e-05
87,2,fast_drift,shared,decision_32,6,1,0,20,0,0,4,0.342232428,7.665948942303658e-06,5.420297384262085e-07,1.295795664191246e-05
87,2,fast_drift,shared,decision_32,7,0,0,0,0,0,0,0.4859468820602879,7.250113412737846e-06,5.420297384262085e-07,1.4541903510689735e-05
88,2,data_shift,shared,decision_32,0,1,0,20,4,4,5,0.2256,9.541865438222885e-06,8.33999365568161e-07,4.58303838968277e-06
88,2,data_shift,shared,decision_32,1,0,3,3,4,5,1,0.0,7.542083039879799e-06,1.4998950064182281e-06,1.0667135939002037e-05
88,2,data_shift,shared,decision_32,2,0,0,0,5,5,5,0.08378448,7.541151717305183e-06,6.249174475669861e-07,1.3208016753196716e-05
88,2,data_shift,shared,decision_32,3,0,0,0,5,5,4,0.11527867084799999,7.542083039879799e-06,5.830079317092896e-07,9.665964171290398e-06
88,2,data_shift,shared,decision_32,4,0,2,2,5,5,4,0.0,7.5409188866615295e-06,1.3331882655620575e-06,4.458008334040642e-06
88,2,data_shift,shared,decision_32,5,0,3,3,5,4,4,0.0525,7.958151400089264e-06,1.2919772416353226e-06,1.2791948392987251e-05
88,2,data_shift,shared,decision_32,6,0,0,0,4,4,6,0.198,7.3749106377363205e-06,5.420297384262085e-07,4.334142431616783e-06
88,2,data_shift,shared,decision_32,7,1,0,20,4,4,6,0.4267510861900799,7.2498805820941925e-06,4.591420292854309e-07,1.77919864654541e-05
89,2,data_shift,shared,decision_32,0,0,0,0,7,7,7,0.1125,9.58307646214962e-06,9.168870747089386e-07,6.250105798244476e-06
89,2,data_shift,shared,decision_32,1,0,0,0,7,7,7,0.09723647999999999,7.58306123316288e-06,6.2515027821064e-07,1.6584061086177826e-05
89,2,data_shift,shared,decision_32,2,0,0,0,7,7,7,0.125502190848,7.58306123316288e-06,4.998873919248581e-07,1.4666933566331863e-05
89,2,data_shift,shared,decision_32,3,0,2,2,7,7,7,0.0,7.91577622294426e-06,1.250067725777626e-06,4.499917849898338e-06
89,2,data_shift,shared,decision_32,4,0,0,0,7,7,6,0.1125,7.750000804662704e-06,5.420297384262085e-07,4.041939973831177e-06
89,2,data_shift,shared,decision_32,5,0,2,2,7,7,7,0.0,7.4999406933784485e-06,1.125037670135498e-06,3.917142748832703e-06
89,2,data_shift,shared,decision_32,6,0,0,0,7,7,7,0.11249999999999999,7.4999406933784485e-06,5.420297384262085e-07,3.95788811147213e-06
89,2,data_shift,shared,decision_32,7,0,2,2,7,7,7,0.0,7.3749106377363205e-06,9.171199053525925e-07,3.7909485399723053e-06
90,2,data_shift,shared,decision_32,0,0,0,0,1,1,1,0.228268828125,9.666895493865013e-06,8.749775588512421e-07,2.1625077351927757e-05
90,2,data_shift,shared,decision_32,1,0,0,0,1,1,1,0.37723622111999994,7.95908272266388e-06,6.670597940683365e-07,1.8167076632380486e-05
90,2,data_shift,shared,decision_32,2,0,3,3,1,1,1,0.15778799999999998,7.582828402519226e-06,1.416075974702835e-06,1.850002445280552e-05
90,2,data_shift,shared,decision_32,3,1,2,22,1,1,3,0.17240625,7.4589625000953674e-06,1.209089532494545e-06,1.1499971151351929e-05
90,2,data_shift,shared,decision_32,4,1,0,20,1,1,3,0.34098136199999995,7.708091288805008e-06,5.83939254283905e-07,1.191697083413601e-05
90,2,data_shift,shared,decision_32,5,0,3,3,1,3,3,0.1188,7.582828402519226e-06,1.2498348951339722e-06,1.7333077266812325e-05
90,2,data_shift,shared,decision_32,6,1,0,20,3,3,1,0.302990612625,7.4999406933784485e-06,6.249174475669861e-07,1.0875053703784943e-05
90,2,data_shift,shared,decision_32,7,1,0,20,3,3,1,0.42573072067891193,7.457798346877098e-06,4.998873919248581e-07,1.0292045772075653e-05
91,2,data_shift,shared,decision_32,0,0,0,0,2,2,2,0.2594085,9.916955605149269e-06,8.33999365568161e-07,1.8541933968663216e-05
91,2,data_shift,shared,decision_32,1,0,0,0,2,2,2,0.4241869800959999,8.167000487446785e-06,6.2515027821064e-07,1.550000160932541e-05
91,2,data_shift,shared,decision_32,2,0,3,3,2,0,0,0.15778799999999998,7.62520357966423e-06,1.4998950064182281e-06,1.4625024050474167e-05
91,2,data_shift,shared,decision_32,3,0,2,2,0,0,0,0.2058,7.665948942303658e-06,1.0831281542778015e-06,1.4374963939189911e-05
91,2,data_shift,shared,decision_32,4,0,0,0,0,0,0,0.3906654095999999,7.542083039879799e-06,7.08969309926033e-07,1.4707911759614944e-05
91,2,data_shift,shared,decision_32,5,0,3,3,0,0,0,0.1188,7.416820153594017e-06,1.209089532494545e-06,1.3874843716621399e-05
91,2,data_shift,shared,decision_32,6,0,0,0,0,0,0,0.24001482239999997,7.58306123316288e-06,5.420297384262085e-07,1.4249933883547783e-05
91,2,data_shift,shared,decision_32,7,0,0,0,0,0,0,0.35141048641290235,7.3749106377363205e-06,5.00120222568512e-07,1.3458076864480972e-05
92,2,data_shift,shared,decision_32,0,1,0,20,4,4,5,0.170424,9.916955605149269e-06,9.171199053525925e-07,4.790956154465675e-06
92,2,data_shift,shared,decision_32,1,0,2,2,4,5,5,0.09723647999999999,7.916009053587914e-06,1.2498348951339722e-06,1.7165904864668846e-05
