stream,condition,menu,method,step,q,failure,success,credits,budget_after,task_cost,semantic_mismatches,stale_but_correct,fresh_but_wrong,page_error,predicted_failure,planning_seconds,probe_seconds,tool_seconds
46,fast_drift,shared,age_paced,3,4,0,1,0,3,0.0,0,0,0,0,0.08553984959999998,7.4999406933784485e-06,5.830079317092896e-07,1.3167038559913635e-05
46,fast_drift,shared,age_paced,4,4,0,1,3,0,0.15000000000000002,0,0,0,0,0.099,7.4158888310194016e-06,1.2919772416353226e-06,1.3999873772263527e-05
46,fast_drift,shared,age_paced,5,4,0,1,0,0,0.0,1,1,0,0,0.1450022496,7.292022928595543e-06,5.830079317092896e-07,1.1083902791142464e-05
46,fast_drift,shared,age_paced,6,4,1,0,0,0,1.0,3,0,0,0,0.17673279186984958,7.58306123316288e-06,5.417969077825546e-07,1.3625016435980797e-05
46,fast_drift,shared,age_paced,7,4,0,1,0,0,0.0,3,1,0,0,0.19892535106228443,7.708091288805008e-06,4.5797787606716156e-07,2.6374822482466698e-05
47,fast_drift,shared,age_paced,0,0,0,1,0,8,0.0,0,0,0,0,0.18435,9.833136573433876e-06,7.91158527135849e-07,1.391698606312275e-05
47,fast_drift,shared,age_paced,1,0,0,1,3,5,0.15000000000000002,0,0,0,0,0.0,7.541850209236145e-06,1.459149643778801e-06,1.1792173609137535e-05
47,fast_drift,shared,age_paced,2,0,0,1,3,2,0.15000000000000002,0,0,0,0,0.12,7.875030860304832e-06,1.334119588136673e-06,1.1083204299211502e-05
47,fast_drift,shared,age_paced,3,0,0,1,0,2,0.0,0,0,0,0,0.305856,7.500173524022102e-06,5.83939254283905e-07,1.070881262421608e-05
47,fast_drift,shared,age_paced,4,0,0,1,0,2,0.0,0,0,0,0,0.43246786559999995,7.500173524022102e-06,6.249174475669861e-07,1.0500196367502213e-05
47,fast_drift,shared,age_paced,5,0,0,1,2,0,0.1,0,0,0,0,0.280512,7.292022928595543e-06,1.0419171303510666e-06,1.0708114132285118e-05
47,fast_drift,shared,age_paced,6,0,0,1,0,0,0.0,0,0,0,0,0.3819496656,7.457798346877098e-06,5.420297384262085e-07,1.0707881301641464e-05
47,fast_drift,shared,age_paced,7,0,0,1,0,0,0.0,1,1,0,0,0.45388983699456,7.457798346877098e-06,5.408655852079391e-07,8.499948307871819e-06
48,data_shift,shared,age_paced,0,0,0,1,0,8,0.0,0,0,0,0,0.18435,9.790994226932526e-06,7.918570190668106e-07,1.3791956007480621e-05
48,data_shift,shared,age_paced,1,0,0,1,3,5,0.15000000000000002,0,0,0,0,0.0,7.958151400089264e-06,1.541106030344963e-06,1.1625001206994057e-05
48,data_shift,shared,age_paced,2,4,0,1,2,3,0.1,0,0,0,0,0.019950000000000002,7.6249707490205765e-06,1.0421499609947205e-06,1.537497155368328e-05
48,data_shift,shared,age_paced,3,4,0,1,0,3,0.0,0,0,0,0,0.08553984959999998,7.583992555737495e-06,5.420297384262085e-07,1.4499993994832039e-05
48,data_shift,shared,age_paced,4,4,0,1,3,0,0.15000000000000002,0,0,0,0,0.099,7.707858458161354e-06,1.2498348951339722e-06,1.4458084478974342e-05
48,data_shift,shared,age_paced,5,4,0,1,0,0,0.0,0,0,0,0,0.2489712864,7.916009053587914e-06,6.249174475669861e-07,1.4042016118764877e-05
48,data_shift,shared,age_paced,6,4,0,1,0,0,0.0,0,0,0,0,0.35435594487152633,7.62520357966423e-06,5.417969077825546e-07,1.4040851965546608e-05
48,data_shift,shared,age_paced,7,4,0,1,0,0,0.0,1,1,0,0,0.429681825819886,7.6249707490205765e-06,5.830079317092896e-07,1.354212872684002e-05
49,data_shift,shared,age_paced,0,1,0,1,0,8,0.0,0,0,0,0,0.12,1.0041985660791397e-05,7.909256964921951e-07,6.875023245811462e-06
49,data_shift,shared,age_paced,1,1,0,1,2,6,0.1,0,0,0,0,0.0,7.750000804662704e-06,1.2919772416353226e-06,5.125068128108978e-06
49,data_shift,shared,age_paced,2,1,0,1,3,3,0.15000000000000002,0,0,0,0,0.0,7.875030860304832e-06,1.250067725777626e-06,5.207955837249756e-06
49,data_shift,shared,age_paced,3,1,0,1,2,1,0.1,0,0,0,0,0.12,7.583992555737495e-06,1.125037670135498e-06,4.415865987539291e-06
49,data_shift,shared,age_paced,4,1,0,1,0,1,0.0,0,0,0,0,0.2112,7.4999406933784485e-06,5.830079317092896e-07,4.082918167114258e-06
49,data_shift,shared,age_paced,5,1,0,1,0,1,0.0,0,0,0,0,0.280512,7.582828402519226e-06,4.998873919248581e-07,4.082918167114258e-06
49,data_shift,shared,age_paced,6,1,0,1,0,1,0.0,0,0,0,0,0.33318912,7.125083357095718e-06,5.420297384262085e-07,3.7499703466892242e-06
49,data_shift,shared,age_paced,7,1,0,1,0,1,0.0,0,0,0,0,0.37322373119999996,7.542083039879799e-06,4.5797787606716156e-07,3.875000402331352e-06
50,data_shift,shared,age_paced,0,2,1,0,0,8,1.0,1,0,0,0,0.277872,9.666895493865013e-06,7.499475032091141e-07,2.00001522898674e-05
50,data_shift,shared,age_paced,1,0,0,1,3,5,0.15000000000000002,0,0,0,0,0.0,7.6249707490205765e-06,1.4158431440591812e-06,1.2165866792201996e-05
50,data_shift,shared,age_paced,2,1,0,1,2,3,0.1,0,0,0,0,0.0,7.666181772947311e-06,1.00000761449337e-06,5.292007699608803e-06
50,data_shift,shared,age_paced,3,1,0,1,0,3,0.0,0,0,0,0,0.11999999999999997,7.417052984237671e-06,5.420297384262085e-07,4.290835931897163e-06
50,data_shift,shared,age_paced,4,3,0,1,3,0,0.15000000000000002,0,0,0,0,0.1188,7.58306123316288e-06,1.2919772416353226e-06,1.4625024050474167e-05
50,data_shift,shared,age_paced,5,4,0,1,0,0,0.0,0,0,0,0,0.2489712864,7.4999406933784485e-06,5.420297384262085e-07,1.4124903827905655e-05
50,data_shift,shared,age_paced,6,2,0,1,0,0,0.0,1,1,0,0,0.49440760669470707,7.58306123316288e-06,4.998873919248581e-07,1.35831069201231e-05
50,data_shift,shared,age_paced,7,2,1,0,0,0,1.0,2,0,0,0,0.5910143295621952,7.62520357966423e-06,4.5797787606716156e-07,1.5832949429750443e-05
51,data_shift,shared,age_paced,0,3,0,1,0,8,0.0,0,0,0,0,0.197928,9.417068213224411e-06,8.752103894948959e-07,1.950003206729889e-05
51,data_shift,shared,age_paced,1,3,0,1,3,5,0.15000000000000002,0,0,0,0,0.1089,7.666181772947311e-06,1.4998950064182281e-06,1.7124926671385765e-05
51,data_shift,shared,age_paced,2,3,0,1,2,3,0.1,0,0,0,0,0.1467,7.6249707490205765e-06,1.2081582099199295e-06,1.6416888684034348e-05
51,data_shift,shared,age_paced,3,0,0,1,0,3,0.0,1,1,0,0,0.3127185599999999,8.041970431804657e-06,7.092021405696869e-07,1.0791001841425896e-05
51,data_shift,shared,age_paced,4,0,0,1,3,0,0.15000000000000002,0,0,0,0,0.0,7.583992555737495e-06,1.2919772416353226e-06,1.2707896530628204e-05
51,data_shift,shared,age_paced,5,0,0,1,0,0,0.0,0,0,0,0,0.2256,7.58306123316288e-06,4.998873919248581e-07,1.2666918337345123e-05
51,data_shift,shared,age_paced,6,0,0,1,0,0,0.0,0,0,0,0,0.37779455999999995,7.4999406933784485e-06,5.83939254283905e-07,1.254095695912838e-05
51,data_shift,shared,age_paced,7,0,0,1,0,0,0.0,0,0,0,0,0.48233701785599997,7.6249707490205765e-06,5.00120222568512e-07,1.2541888281702995e-05
52,data_shift,shared,age_paced,0,4,0,1,0,8,0.0,0,0,0,0,0.184614,1.0207993909716606e-05,8.328352123498917e-07,2.0624836906790733e-05
52,data_shift,shared,age_paced,1,4,0,1,3,5,0.15000000000000002,0,0,0,0,0.099,7.832888513803482e-06,1.62515789270401e-06,1.6666948795318604e-05
52,data_shift,shared,age_paced,2,4,0,1,2,3,0.1,0,0,0,0,0.1365,7.916009053587914e-06,1.1248048394918442e-06,1.6040867194533348e-05
52,data_shift,shared,age_paced,3,4,0,1,0,3,0.0,0,0,0,0,0.27941384639999994,7.750000804662704e-06,5.830079317092896e-07,1.587485894560814e-05
52,data_shift,shared,age_paced,4,4,0,1,3,0,0.15000000000000002,0,0,0,0,0.099,7.750000804662704e-06,1.2079253792762756e-06,1.6625039279460907e-05
52,data_shift,shared,age_paced,5,4,0,1,0,0,0.0,1,1,0,0,0.1450022496,7.3749106377363205e-06,5.417969077825546e-07,1.1750031262636185e-05
52,data_shift,shared,age_paced,6,4,0,1,0,0,0.0,1,1,0,0,0.17673279186984958,7.5409188866615295e-06,5.420297384262085e-07,1.1499971151351929e-05
52,data_shift,shared,age_paced,7,2,1,0,0,0,1.0,1,0,0,0,0.513670130581565,7.58306123316288e-06,5.41098415851593e-07,1.2125121429562569e-05
53,data_shift,shared,age_paced,0,0,0,1,0,8,0.0,0,0,0,0,0.2256,9.999843314290047e-06,8.328352123498917e-07,1.1832918971776962e-05
53,data_shift,shared,age_paced,1,0,0,1,3,5,0.15000000000000002,0,0,0,0,0.0,8.167000487446785e-06,1.4998950064182281e-06,9.917188435792923e-06
53,data_shift,shared,age_paced,2,0,0,1,3,2,0.15000000000000002,1,1,0,0,0.073125,7.833121344447136e-06,1.2919772416353226e-06,6.582820788025856e-06
53,data_shift,shared,age_paced,3,1,0,1,0,2,0.0,1,1,0,0,0.12,7.2910916060209274e-06,5.420297384262085e-07,5.2908435463905334e-06
53,data_shift,shared,age_paced,4,1,0,1,0,2,0.0,1,1,0,0,0.2112,7.4999406933784485e-06,5.830079317092896e-07,4.540896043181419e-06
53,data_shift,shared,age_paced,5,1,0,1,2,0,0.1,0,0,0,0,0.0,7.708091288805008e-06,1.125037670135498e-06,4.375120624899864e-06
53,data_shift,shared,age_paced,6,1,0,1,0,0,0.0,0,0,0,0,0.12,7.416820153594017e-06,5.408655852079391e-07,4.041939973831177e-06
53,data_shift,shared,age_paced,7,1,0,1,0,0,0.0,0,0,0,0,0.2112,7.4999406933784485e-06,4.998873919248581e-07,3.7909485399723053e-06
54,data_shift,shared,age_paced,0,1,0,1,0,8,0.0,0,0,0,0,0.12,9.834067896008492e-06,8.749775588512421e-07,6.1248429119586945e-06
54,data_shift,shared,age_paced,1,4,0,1,3,5,0.15000000000000002,0,0,0,0,0.009899999999999999,8.041970431804657e-06,1.3331882655620575e-06,1.6791047528386116e-05
54,data_shift,shared,age_paced,2,4,0,1,2,3,0.1,0,0,0,0,0.019950000000000002,7.875030860304832e-06,1.1669471859931946e-06,1.4208955690264702e-05
54,data_shift,shared,age_paced,3,4,0,1,0,3,0.0,0,0,0,0,0.03793775519999999,7.707858458161354e-06,5.417969077825546e-07,1.3249926269054413e-05
54,data_shift,shared,age_paced,4,4,0,1,3,0,0.15000000000000002,1,1,0,0,0.009899999999999999,7.665948942303658e-06,1.1671800166368484e-06,1.3833865523338318e-05
54,data_shift,shared,age_paced,5,4,0,1,0,0,0.0,1,1,0,0,0.030532315199999993,7.6249707490205765e-06,5.420297384262085e-07,1.3499986380338669e-05
54,data_shift,shared,age_paced,6,4,0,1,0,0,0.0,1,1,0,0,0.0445619590090752,7.207971066236496e-06,4.5797787606716156e-07,1.3708136975765228e-05
54,data_shift,shared,age_paced,7,4,0,1,0,0,0.0,0,0,0,0,0.05429908468451218,7.6249707490205765e-06,5.00120222568512e-07,1.2999866157770157e-05
55,data_shift,shared,age_paced,0,2,0,1,0,8,0.0,0,0,0,0,0.277872,9.417068213224411e-06,8.330680429935455e-07,1.7666956409811974e-05
55,data_shift,shared,age_paced,1,2,0,1,3,5,0.15000000000000002,0,0,0,0,0.1188,7.667113095521927e-06,1.5830155462026596e-06,1.4709075912833214e-05
55,data_shift,shared,age_paced,2,2,1,0,2,3,1.1,1,0,0,0,0.17422500000000002,7.500173524022102e-06,1.1248048394918442e-06,1.554214395582676e-05
55,data_shift,shared,age_paced,3,2,1,0,0,3,1.0,2,0,0,0,0.3441084287999999,7.70878978073597e-06,5.841720849275589e-07,1.1625001206994057e-05
55,data_shift,shared,age_paced,4,2,0,1,3,0,0.15000000000000002,0,0,0,0,0.1188,7.500173524022102e-06,1.2919772416353226e-06,1.4208024367690086e-05
55,data_shift,shared,age_paced,5,2,1,0,0,0,1.0,1,0,0,1,0.3477910272,7.542083039879799e-06,5.417969077825546e-07,2.834014594554901e-06
55,data_shift,shared,age_paced,6,2,0,1,0,0,0.0,0,0,0,0,0.49440760669470707,7.6249707490205765e-06,4.998873919248581e-07,1.3875076547265053e-05
55,data_shift,shared,age_paced,7,2,0,1,0,0,0.0,0,0,0,0,0.5910143295621952,7.458031177520752e-06,4.998873919248581e-07,2.6332912966609e-05
56,data_shift,shared,age_paced,0,3,1,0,0,8,1.0,1,0,0,0,0.20403,9.62521880865097e-06,8.752103894948959e-07,1.4499993994832039e-05
56,data_shift,shared,age_paced,1,3,0,1,3,5,0.15000000000000002,1,1,0,0,0.1188,7.833121344447136e-06,1.500127837061882e-06,1.4750054106116295e-05
56,data_shift,shared,age_paced,2,4,0,1,2,3,0.1,0,0,0,0,0.1365,7.750000804662704e-06,1.1669471859931946e-06,1.49579718708992e-05
56,data_shift,shared,age_paced,3,4,0,1,0,3,0.0,0,0,0,0,0.24041794079999995,7.6249707490205765e-06,6.249174475669861e-07,1.3042008504271507e-05
56,data_shift,shared,age_paced,4,3,0,1,3,0,0.15000000000000002,0,0,0,0,0.1089,7.6249707490205765e-06,1.291045919060707e-06,1.3250159099698067e-05
56,data_shift,shared,age_paced,5,3,0,1,0,0,0.0,0,0,0,0,0.330082752,7.4589625000953674e-06,4.998873919248581e-07,1.3125129044055939e-05
56,data_shift,shared,age_paced,6,3,1,0,0,0,1.0,1,0,0,0,0.47254308358963193,7.542083039879799e-06,5.00120222568512e-07,1.6290927305817604e-05
56,data_shift,shared,age_paced,7,4,1,0,0,0,1.0,1,0,0,0,0.31992663471009347,7.665948942303658e-06,4.5797787606716156e-07,1.6416888684034348e-05
57,data_shift,shared,age_paced,0,4,1,0,0,8,1.0,1,0,0,1,0.184614,9.832903742790222e-06,8.33999365568161e-07,4.458008334040642e-06
57,data_shift,shared,age_paced,1,4,0,1,3,5,0.15000000000000002,0,0,0,0,0.099,7.95791856944561e-06,1.4998950064182281e-06,1.637497916817665e-05
57,data_shift,shared,age_paced,2,4,1,0,2,3,1.1,1,0,0,0,0.019950000000000002,7.790978997945786e-06,1.2919772416353226e-06,1.5041092410683632e-05
57,data_shift,shared,age_paced,3,0,1,0,0,3,1.0,1,0,0,0,0.3127185599999999,7.58306123316288e-06,6.249174475669861e-07,1.0832911357283592e-05
57,data_shift,shared,age_paced,4,0,0,1,3,0,0.15000000000000002,0,0,0,0,0.0,7.58306123316288e-06,1.2919772416353226e-06,1.0875053703784943e-05
57,data_shift,shared,age_paced,5,0,0,1,0,0,0.0,1,1,0,0,0.18434999999999999,7.4999406933784485e-06,4.998873919248581e-07,8.834060281515121e-06
57,data_shift,shared,age_paced,6,0,1,0,0,0,1.0,2,0,0,0,0.31271856,7.417052984237671e-06,5.420297384262085e-07,8.37491825222969e-06
57,data_shift,shared,age_paced,7,0,1,0,0,0,1.0,2,0,0,0,0.403499120256,7.375143468379974e-06,4.998873919248581e-07,8.167000487446785e-06
58,data_shift,shared,age_paced,0,0,0,1,0,8,0.0,0,0,0,0,0.2256,9.790994226932526e-06,7.918570190668106e-07,1.9833212718367577e-05
58,data_shift,shared,age_paced,1,0,0,1,3,5,0.15000000000000002,0,0,0,0,0.0,7.541850209236145e-06,1.500127837061882e-06,1.6791047528386116e-05
58,data_shift,shared,age_paced,2,0,0,1,3,2,0.15000000000000002,0,0,0,0,0.12,7.832888513803482e-06,1.2081582099199295e-06,1.6665784642100334e-05
58,data_shift,shared,age_paced,3,0,0,1,0,2,0.0,0,0,0,0,0.305856,7.665948942303658e-06,5.841720849275589e-07,1.579197123646736e-05
58,data_shift,shared,age_paced,4,1,0,1,0,2,0.0,0,0,0,0,0.2112,7.707858458161354e-06,7.501803338527679e-07,5.417037755250931e-06
58,data_shift,shared,age_paced,5,1,0,1,2,0,0.1,0,0,0,0,0.0,7.582828402519226e-06,1.250067725777626e-06,4.708068445324898e-06
58,data_shift,shared,age_paced,6,1,0,1,0,0,0.0,0,0,0,0,0.12,7.4999406933784485e-06,5.841720849275589e-07,4.541128873825073e-06
58,data_shift,shared,age_paced,7,1,0,1,0,0,0.0,0,0,0,0,0.2112,7.209135219454765e-06,4.5890919864177704e-07,4.207948222756386e-06
59,data_shift,shared,age_paced,0,1,0,1,0,8,0.0,0,0,0,0,0.12,1.00000761449337e-05,8.330680429935455e-07,6.624963134527206e-06
59,data_shift,shared,age_paced,1,1,0,1,2,6,0.1,0,0,0,0,0.0,7.6249707490205765e-06,1.2922100722789764e-06,5.250098183751106e-06
59,data_shift,shared,age_paced,2,1,0,1,3,3,0.15000000000000002,0,0,0,0,0.0,7.4999406933784485e-06,1.3329554349184036e-06,4.542060196399689e-06
59,data_shift,shared,age_paced,3,2,0,1,2,1,0.1,0,0,0,0,0.1794,7.750000804662704e-06,1.2081582099199295e-06,1.6750069335103035e-05
59,data_shift,shared,age_paced,4,2,0,1,0,1,0.0,0,0,0,0,0.3883203072,7.708091288805008e-06,6.2515027821064e-07,1.4208024367690086e-05
59,data_shift,shared,age_paced,5,2,1,0,0,1,1.0,1,0,0,0,0.5220176260227072,7.458031177520752e-06,5.41098415851593e-07,1.4209188520908356e-05
59,data_shift,shared,age_paced,6,2,1,0,0,1,1.0,1,0,0,0,0.610154110198048,7.6249707490205765e-06,4.5797787606716156e-07,1.3791956007480621e-05
59,data_shift,shared,age_paced,7,4,1,0,0,1,1.0,1,0,0,0,0.4785734541258406,7.375143468379974e-06,4.998873919248581e-07,1.2958887964487076e-05
60,data_shift,shared,age_paced,0,2,0,1,0,8,0.0,0,0,0,0,0.280578,9.167008101940155e-06,7.920898497104645e-07,1.687486656010151e-05
60,data_shift,shared,age_paced,1,2,0,1,3,5,0.15000000000000002,0,0,0,0,0.1254,7.958151400089264e-06,1.5830155462026596e-06,1.4416873455047607e-05
60,data_shift,shared,age_paced,2,2,0,1,2,3,0.1,0,0,0,0,0.2256,7.542083039879799e-06,1.166015863418579e-06,1.491699367761612e-05
60,data_shift,shared,age_paced,3,2,0,1,0,3,0.0,0,0,0,0,0.4218143327999999,7.4999406933784485e-06,6.2515027821064e-07,1.35831069201231e-05
60,data_shift,shared,age_paced,4,2,0,1,3,0,0.15000000000000002,0,0,0,0,0.1254,7.542083039879799e-06,1.4998950064182281e-06,1.3125129044055939e-05
60,data_shift,shared,age_paced,5,2,0,1,0,0,0.0,0,0,0,0,0.30915828479999996,7.708091288805008e-06,5.83939254283905e-07,1.3459008187055588e-05
60,data_shift,shared,age_paced,6,2,0,1,0,0,0.0,0,0,0,0,0.4305376496898048,7.750000804662704e-06,5.00120222568512e-07,1.3875076547265053e-05
60,data_shift,shared,age_paced,7,2,1,0,0,0,1.0,1,0,0,0,0.5129051788657195,7.709022611379623e-06,5.420297384262085e-07,1.0874820873141289e-05
61,data_shift,shared,age_paced,0,3,0,1,0,8,0.0,0,0,0,0,0.20403,1.0084128007292747e-05,9.168870747089386e-07,2.1249987185001373e-05
61,data_shift,shared,age_paced,1,3,0,1,3,5,0.15000000000000002,1,1,0,0,0.1188,8.292030543088913e-06,1.6249250620603561e-06,1.7832964658737183e-05
61,data_shift,shared,age_paced,2,3,0,1,2,3,0.1,0,0,0,0,0.1467,7.750000804662704e-06,1.2919772416353226e-06,1.691584475338459e-05
61,data_shift,shared,age_paced,3,2,0,1,0,3,0.0,1,1,0,0,0.3447126048,7.665948942303658e-06,6.670597940683365e-07,1.5584053471684456e-05
61,data_shift,shared,age_paced,4,2,0,1,3,0,0.15000000000000002,1,1,0,0,0.1254,7.667113095521927e-06,1.250067725777626e-06,1.6958918422460556e-05
61,data_shift,shared,age_paced,5,2,0,1,0,0,0.0,0,0,0,0,0.30915828479999996,7.58306123316288e-06,5.830079317092896e-07,1.5999889001250267e-05
61,data_shift,shared,age_paced,6,2,0,1,0,0,0.0,0,0,0,0,0.4305376496898048,7.541151717305183e-06,5.420297384262085e-07,1.6666948795318604e-05
61,data_shift,shared,age_paced,7,2,0,1,0,0,0.0,1,1,0,0,0.5129051788657195,7.3749106377363205e-06,5.00120222568512e-07,1.3625016435980797e-05
62,data_shift,shared,age_paced,0,4,0,1,0,8,0.0,0,0,0,0,0.184614,1.0082963854074478e-05,7.499475032091141e-07,1.7625046893954277e-05
62,data_shift,shared,age_paced,1,4,0,1,3,5,0.15000000000000002,0,0,0,0,0.099,7.667113095521927e-06,1.4579854905605316e-06,1.4458084478974342e-05
62,data_shift,shared,age_paced,2,4,0,1,2,3,0.1,0,0,0,0,0.1365,7.750000804662704e-06,1.125037670135498e-06,1.3457844033837318e-05
62,data_shift,shared,age_paced,3,1,0,1,0,3,0.0,0,0,0,0,0.11999999999999997,7.3749106377363205e-06,6.249174475669861e-07,4.750210791826248e-06
62,data_shift,shared,age_paced,4,1,0,1,3,0,0.15000000000000002,0,0,0,0,0.0,7.416121661663055e-06,1.3329554349184036e-06,4.041939973831177e-06
62,data_shift,shared,age_paced,5,1,0,1,0,0,0.0,0,0,0,0,0.12,7.166992872953415e-06,5.83939254283905e-07,4.165805876255035e-06
62,data_shift,shared,age_paced,6,1,0,1,0,0,0.0,0,0,0,0,0.2112,7.250113412737846e-06,4.998873919248581e-07,4.00003045797348e-06
62,data_shift,shared,age_paced,7,1,0,1,0,0,0.0,0,0,0,0,0.280512,7.417052984237671e-06,4.998873919248581e-07,3.916909918189049e-06
63,data_shift,shared,age_paced,0,0,1,0,0,8,1.0,1,0,0,0,0.18435,9.417068213224411e-06,7.501803338527679e-07,1.4167046174407005e-05
63,data_shift,shared,age_paced,1,0,0,1,3,5,0.15000000000000002,0,0,0,0,0.0,7.875030860304832e-06,1.375097781419754e-06,1.3333046808838844e-05
63,data_shift,shared,age_paced,2,0,0,1,3,2,0.15000000000000002,0,0,0,0,0.12,7.3339324444532394e-06,1.209089532494545e-06,1.329183578491211e-05
63,data_shift,shared,age_paced,3,0,0,1,0,2,0.0,0,0,0,0,0.305856,7.707858458161354e-06,5.830079317092896e-07,1.2875068932771683e-05
63,data_shift,shared,age_paced,4,0,1,0,0,2,1.0,1,0,0,0,0.43246786559999995,7.207971066236496e-06,5.830079317092896e-07,1.062522642314434e-05
63,data_shift,shared,age_paced,5,0,1,0,2,0,1.1,1,0,0,0,0.280512,7.3749106377363205e-06,1.125037670135498e-06,1.016608439385891e-05
63,data_shift,shared,age_paced,6,0,1,0,0,0,1.0,2,0,0,1,0.4132064256,7.125083357095718e-06,5.00120222568512e-07,2.6659108698368073e-06
63,data_shift,shared,age_paced,7,0,1,0,0,0,1.0,2,0,0,1,0.5055988791705599,7.084105163812637e-06,5.420297384262085e-07,2.5830231606960297e-06
0,matched,shared,never,0,0,0,1,0,8,0.0,0,0,0,0,0.2256,1.0082963854074478e-05,9.578652679920197e-07,1.5792204067111015e-05
0,matched,shared,never,1,0,0,1,0,8,0.0,0,0,0,0,0.37779455999999995,8.415896445512772e-06,7.501803338527679e-07,1.2291129678487778e-05
0,matched,shared,never,2,0,1,0,0,8,1.0,1,0,0,0,0.48233701785599997,8.082948625087738e-06,6.2515027821064e-07,1.3459008187055588e-05
0,matched,shared,never,3,0,0,1,0,8,0.0,0,0,0,0,0.5553632503136257,7.95791856944561e-06,5.420297384262085e-07,1.091696321964264e-05
0,matched,shared,never,4,0,0,1,0,8,0.0,0,0,0,0,0.6071515088691501,7.790978997945786e-06,5.00120222568512e-07,1.0666903108358383e-05
0,matched,shared,never,5,0,0,1,0,8,0.0,0,0,0,0,0.6443667200937011,7.833121344447136e-06,4.998873919248581e-07,1.0624993592500687e-05
0,matched,shared,never,6,0,1,0,0,8,1.0,1,0,0,1,0.6714119840399906,7.833121344447136e-06,5.417969077825546e-07,2.749962732195854e-06
0,matched,shared,never,7,0,1,0,0,8,1.0,1,0,0,1,0.6912511445320388,7.916009053587914e-06,4.169996827840805e-07,2.666143700480461e-06
1,matched,shared,never,0,1,1,0,0,8,1.0,1,0,0,0,0.12,9.792158380150795e-06,8.749775588512421e-07,6.9998204708099365e-06
1,matched,shared,never,1,0,0,1,0,8,0.0,0,0,0,0,0.37779455999999995,7.916940376162529e-06,6.670597940683365e-07,1.5166820958256721e-05
1,matched,shared,never,2,0,0,1,0,8,0.0,0,0,0,0,0.48233701785599997,7.875030860304832e-06,6.249174475669861e-07,1.2916047126054764e-05
1,matched,shared,never,3,0,0,1,0,8,0.0,0,0,0,0,0.5553632503136257,7.417052984237671e-06,4.998873919248581e-07,1.2582866474986076e-05
1,matched,shared,never,4,0,0,1,0,8,0.0,0,0,0,0,0.6071515088691501,7.2498805820941925e-06,4.998873919248581e-07,1.270882785320282e-05
1,matched,shared,never,5,0,0,1,0,8,0.0,0,0,0,0,0.6443667200937011,7.333001121878624e-06,4.5890919864177704e-07,1.2625008821487427e-05
1,matched,shared,never,6,0,0,1,0,8,0.0,0,0,0,0,0.6714119840399906,7.333001121878624e-06,4.998873919248581e-07,1.2749806046485901e-05
1,matched,shared,never,7,0,0,1,0,8,0.0,0,0,0,0,0.6912511445320388,7.4999406933784485e-06,4.5890919864177704e-07,1.2625008821487427e-05
2,matched,shared,never,0,2,0,1,0,8,0.0,0,0,0,0,0.277872,1.1333031579852104e-05,9.159557521343231e-07,1.9333790987730026e-05
2,matched,shared,never,1,2,0,1,0,8,0.0,0,0,0,0,0.45171256627199996,8.125090971589088e-06,7.501803338527679e-07,1.5292083844542503e-05
2,matched,shared,never,2,2,0,1,0,8,0.0,0,0,0,0,0.5640180244825375,7.999828085303307e-06,6.670597940683365e-07,1.4082994312047958e-05
2,matched,shared,never,3,1,0,1,0,8,0.0,0,0,0,0,0.33318912,7.707858458161354e-06,5.830079317092896e-07,4.834029823541641e-06
2,matched,shared,never,4,1,0,1,0,8,0.0,0,0,0,0,0.37322373119999996,7.874798029661179e-06,5.00120222568512e-07,4.37488779425621e-06
2,matched,shared,never,5,1,0,1,0,8,0.0,0,0,0,0,0.403650035712,7.4999406933784485e-06,6.249174475669861e-07,4.37488779425621e-06
2,matched,shared,never,6,1,0,1,0,8,0.0,0,0,0,0,0.42677402714112,7.58306123316288e-06,4.998873919248581e-07,4.291068762540817e-06
2,matched,shared,never,7,1,1,0,0,8,1.0,1,0,0,0,0.4443482606272512,7.4999406933784485e-06,4.169996827840805e-07,4.250090569257736e-06
3,matched,shared,never,0,3,1,0,0,8,1.0,1,0,0,1,0.271668,1.00000761449337e-05,8.749775588512421e-07,4.915986210107803e-06
3,matched,shared,never,1,3,1,0,0,8,1.0,1,0,0,1,0.44239993036799996,7.916940376162529e-06,5.841720849275589e-07,3.416091203689575e-06
3,matched,shared,never,2,1,0,1,0,8,0.0,0,0,0,0,0.280512,7.875030860304832e-06,5.00120222568512e-07,5.499925464391708e-06
3,matched,shared,never,3,1,1,0,0,8,1.0,1,0,0,0,0.33318912,7.750000804662704e-06,5.830079317092896e-07,4.541827365756035e-06
3,matched,shared,never,4,1,1,0,0,8,1.0,1,0,0,0,0.37322373119999996,7.750000804662704e-06,5.41098415851593e-07,4.00003045797348e-06
3,matched,shared,never,5,3,1,0,0,8,1.0,1,0,0,1,0.7131059975907543,7.582828402519226e-06,7.080379873514175e-07,3.2079406082630157e-06
3,matched,shared,never,6,3,1,0,0,8,1.0,2,0,0,1,0.7382657392714816,7.667113095521927e-06,5.830079317092896e-07,2.7909409254789352e-06
3,matched,shared,never,7,3,1,0,0,8,1.0,1,0,0,0,0.7564186883869934,7.5409188866615295e-06,5.841720849275589e-07,1.6417121514678e-05
4,matched,shared,never,0,4,0,1,0,8,0.0,1,1,0,0,0.07344600000000001,9.417068213224411e-06,7.920898497104645e-07,1.4290912076830864e-05
